Technique,Assumption ID,Assumption Name,Weight Type,Value,Rationale
ContainerPrivilegedPortTrafficCapture,NET-4,Ingress/egress controls for containers are implemented,Exploitability,0,Network security controls do not prevent or make port binding more difficult
ContainerPrivilegedPortTrafficCapture,NET-4,Ingress/egress controls for containers are implemented,Exposure,2,Container network security controls support the management and identification of services that bind privileged ports
ContainerPrivilegedPortTrafficCapture,RTS-1,App containers are run as non-root user,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortTrafficCapture,RTS-1,App containers are run as non-root user,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortTrafficCapture,RTS-2,App containers use read-only file systems,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortTrafficCapture,RTS-2,App containers use read-only file systems,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortTrafficCapture,RTS-3,App containers are deployed with minimal Linux capabilities,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortTrafficCapture,RTS-3,App containers are deployed with minimal Linux capabilities,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortTrafficCapture,RTS-4,Seccomp is implemented on the device,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortTrafficCapture,RTS-4,Seccomp is implemented on the device,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortTrafficCapture,RTS-5,AppArmor is implemented on the device,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortTrafficCapture,RTS-5,AppArmor is implemented on the device,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortTrafficCapture,RTS-6,SELinux is implemented on the device,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortTrafficCapture,RTS-6,SELinux is implemented on the device,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortTrafficCapture,RTS-7,App containers have minimal access to host resources,Exploitability,0,Runtime security controls do not make privileged port binding more difficult
ContainerPrivilegedPortTrafficCapture,RTS-7,App containers have minimal access to host resources,Exposure,0,Runtime security controls do not support the detection of privileged port binding
ContainerPrivilegedPortTrafficCapture,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exploitability,0,Secrets management does not mitigate privileged port binding
ContainerPrivilegedPortTrafficCapture,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exposure,0,Secrets management does not support the detection and exposure of privileged port binding
ContainerPrivilegedPortTrafficCapture,SCM-2,Apps do not contain any hardcoded secrets,Exploitability,0,Secrets management does not mitigate privileged port binding
ContainerPrivilegedPortTrafficCapture,SCM-2,Apps do not contain any hardcoded secrets,Exposure,0,Secrets management does not support the detection and exposure of privileged port binding
ContainerPrivilegedPortTrafficCapture,SCM-3,Secrets at rest and in transit are encrypted,Exploitability,0,Secrets management does not mitigate privileged port binding
ContainerPrivilegedPortTrafficCapture,SCM-3,Secrets at rest and in transit are encrypted,Exposure,0,Secrets management does not support the detection and exposure of privileged port binding
ContainerPrivilegedPortTrafficCapture,SCM-4,Automatic secret rotation and revocation policies are implemented,Exploitability,0,Secrets management does not mitigate privileged port binding
ContainerPrivilegedPortTrafficCapture,SCM-4,Automatic secret rotation and revocation policies are implemented,Exposure,0,Secrets management does not support the detection and exposure of privileged port binding
ContainerPtraceInjection,AUTH-1,Authentication for exposed container APIs is enforced,Exploitability,0,Authentication and access control measures do not counter the shellcode injection attack vector
ContainerPtraceInjection,AUTH-1,Authentication for exposed container APIs is enforced,Exposure,2,Authentication of container API's restricts access to the container in the pid namespace of the host
ContainerPtraceInjection,AUTH-2,Role-based access control is used for orchestration and container management,Exploitability,0,Authentication and access control measures do not counter the shellcode injection attack vector
ContainerPtraceInjection,AUTH-2,Role-based access control is used for orchestration and container management,Exposure,0,Access control for container management and orchestration do not increase the risk of getting caught for shellcode injection
ContainerPtraceInjection,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exploitability,0,Authentication and access control measures do not counter the shellcode injection attack vector
ContainerPtraceInjection,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exposure,0,Access control for container management and orchestration do not increase the risk of getting caught for shellcode injection
ContainerPtraceInjection,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exploitability,2,CI/CD and supply chain controls help ensuring the trustworthiness of container images and identifying malicious scripts for shellcode injection
ContainerPtraceInjection,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exposure,2,"CI/CD and supply chain controls help identifying malicious scripts (e.g., introduced through dependencies) for shellcode injection"
ContainerPtraceInjection,CIC-2,SBOMs are used for the app to track code dependencies,Exploitability,2,CI/CD and supply chain controls help ensuring the trustworthiness of container images and identifying malicious scripts for shellcode injection
ContainerPtraceInjection,CIC-2,SBOMs are used for the app to track code dependencies,Exposure,2,"CI/CD and supply chain controls help identifying malicious scripts (e.g., introduced through dependencies) for shellcode injection"
ContainerPtraceInjection,CIC-3,Code reviews and automated testing of the app are enforced,Exploitability,2,CI/CD and supply chain controls help ensuring the trustworthiness of container images and identifying malicious scripts for shellcode injection
ContainerPtraceInjection,CIC-3,Code reviews and automated testing of the app are enforced,Exposure,2,"CI/CD and supply chain controls help identifying malicious scripts (e.g., introduced through dependencies) for shellcode injection"
ContainerPtraceInjection,CIC-4,Third-party components used by the app are validated,Exploitability,2,CI/CD and supply chain controls help ensuring the trustworthiness of container images and identifying malicious scripts for shellcode injection
ContainerPtraceInjection,CIC-4,Third-party components used by the app are validated,Exposure,2,"CI/CD and supply chain controls help identifying malicious scripts (e.g., introduced through dependencies) for shellcode injection"
ContainerPtraceInjection,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exploitability,2,CI/CD and supply chain controls help ensuring the trustworthiness of container images and identifying malicious scripts for shellcode injection
ContainerPtraceInjection,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exposure,2,"CI/CD and supply chain controls help identifying malicious scripts (e.g., introduced through dependencies) for shellcode injection"
ContainerPtraceInjection,CIC-6,Apps for development and production are not deployed in the same environment,Exploitability,2,CI/CD and supply chain controls help ensuring the trustworthiness of container images and identifying malicious scripts for shellcode injection
ContainerPtraceInjection,CIC-6,Apps for development and production are not deployed in the same environment,Exposure,2,"CI/CD and supply chain controls help identifying malicious scripts (e.g., introduced through dependencies) for shellcode injection"
ContainerPtraceInjection,CRM-1,Regular risk assessments of apps and host devices are performed,Exploitability,1,Compliance and risk management practices help to assess the risks of container escape threatened by shellcode injection
ContainerPtraceInjection,CRM-1,Regular risk assessments of apps and host devices are performed,Exposure,1,Compliance and risk management practices help to evaluate the assets that are exposed to the container which threatens shellcode injection
ContainerPtraceInjection,CRM-2,The operation's asset inventory is maintained,Exploitability,1,Compliance and risk management practices help to assess the risks of container escape threatened by shellcode injection
ContainerPtraceInjection,CRM-2,The operation's asset inventory is maintained,Exposure,1,Compliance and risk management practices help to evaluate the assets that are exposed to the container which threatens shellcode injection
ContainerPtraceInjection,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exploitability,1,Compliance and risk management practices help to assess the risks of container escape threatened by shellcode injection
ContainerPtraceInjection,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exposure,1,Compliance and risk management practices help to evaluate the assets that are exposed to the container which threatens shellcode injection
ContainerPtraceInjection,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exploitability,1,Compliance and risk management practices help to assess the risks of container escape threatened by shellcode injection
ContainerPtraceInjection,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exposure,1,Compliance and risk management practices help to evaluate the assets that are exposed to the container which threatens shellcode injection
ContainerPtraceInjection,HIS-1,The container runtime on the host device is up to date,Exploitability,0,Host infrastructure security does not increase the difficulty of shellcode injection
ContainerPtraceInjection,HIS-1,The container runtime on the host device is up to date,Exposure,0,Host infrastructure security does not reduce the attackers access necessary for shellcode injection
ContainerPtraceInjection,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exploitability,0,Host infrastructure security does not increase the difficulty of shellcode injection
ContainerPtraceInjection,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exposure,0,Host infrastructure security does not reduce the attackers access necessary for shellcode injection
ContainerPtraceInjection,HIS-3,The host device is monitored for unauthorized changes,Exploitability,0,Host infrastructure security does not increase the difficulty of shellcode injection
ContainerPtraceInjection,HIS-3,The host device is monitored for unauthorized changes,Exposure,3,Monitoring of processes on the host device greatly increases the chances of detecting a shellcode injection attack
ContainerPtraceInjection,IMG-1,App images are scanned for vulnerabilities,Exploitability,2,Container image security practices reduce the software footprint and make the shellcode injection more difficult
ContainerPtraceInjection,IMG-1,App images are scanned for vulnerabilities,Exposure,0,Container image security practices do not restrict the attack surface required for shellcode injection or help to detect attempted attacks
ContainerPtraceInjection,IMG-2,App uses minimal base images,Exploitability,2,Container image security practices reduce the software footprint and make the shellcode injection more difficult
ContainerPtraceInjection,IMG-2,App uses minimal base images,Exposure,0,Container image security practices do not restrict the attack surface required for shellcode injection or help to detect attempted attacks
ContainerPtraceInjection,IMG-3,App images are signed and verified,Exploitability,2,Container image security practices reduce the software footprint and make the shellcode injection more difficult
ContainerPtraceInjection,IMG-3,App images are signed and verified,Exposure,0,Container image security practices do not restrict the attack surface required for shellcode injection or help to detect attempted attacks
ContainerPtraceInjection,IMG-4,Dockerfiles of the app pin the base image version,Exploitability,2,Container image security practices reduce the software footprint and make the shellcode injection more difficult
ContainerPtraceInjection,IMG-4,Dockerfiles of the app pin the base image version,Exposure,0,Container image security practices do not restrict the attack surface required for shellcode injection or help to detect attempted attacks
ContainerPtraceInjection,IMG-5,App images are rebuilt and updated regularly,Exploitability,2,Container image security practices reduce the software footprint and make the shellcode injection more difficult
ContainerPtraceInjection,IMG-5,App images are rebuilt and updated regularly,Exposure,0,Container image security practices do not restrict the attack surface required for shellcode injection or help to detect attempted attacks
ContainerPtraceInjection,IMG-6,Device orchestration only uses trusted image registries,Exploitability,2,Container image security practices reduce the software footprint and make the shellcode injection more difficult
ContainerPtraceInjection,IMG-6,Device orchestration only uses trusted image registries,Exposure,0,Container image security practices do not restrict the attack surface required for shellcode injection or help to detect attempted attacks
ContainerPtraceInjection,MON-1,Container-level logging is enabled,Exploitability,0,Monitoring and detection does not make the shellcode injection attack more difficult
ContainerPtraceInjection,MON-1,Container-level logging is enabled,Exposure,3,"Monitoring and detection controls are necessary to detect suspicious behaviour, syscalls, and actions required for shellcode injection"
ContainerPtraceInjection,MON-2,Processes on the host device are monitored for anomalous behavior,Exploitability,0,Monitoring and detection does not make the shellcode injection attack more difficult
ContainerPtraceInjection,MON-2,Processes on the host device are monitored for anomalous behavior,Exposure,3,"Monitoring and detection controls are necessary to detect suspicious behaviour, syscalls, and actions required for shellcode injection"
ContainerPtraceInjection,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exploitability,0,Monitoring and detection does not make the shellcode injection attack more difficult
ContainerPtraceInjection,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exposure,3,"Monitoring and detection controls are necessary to detect suspicious behaviour, syscalls, and actions required for shellcode injection"
ContainerPtraceInjection,MON-4,Incident response procedures are implemented,Exploitability,0,Monitoring and detection does not make the shellcode injection attack more difficult
ContainerPtraceInjection,MON-4,Incident response procedures are implemented,Exposure,3,"Monitoring and detection controls are necessary to detect suspicious behaviour, syscalls, and actions required for shellcode injection"
ContainerPtraceInjection,MON-5,Logs are centralized and protected,Exploitability,0,Monitoring and detection does not make the shellcode injection attack more difficult
ContainerPtraceInjection,MON-5,Logs are centralized and protected,Exposure,3,"Monitoring and detection controls are necessary to detect suspicious behaviour, syscalls, and actions required for shellcode injection"
ContainerPtraceInjection,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exploitability,0,Monitoring and detection does not make the shellcode injection attack more difficult
ContainerPtraceInjection,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exposure,3,"Monitoring and detection controls are necessary to detect suspicious behaviour, syscalls, and actions required for shellcode injection"
ContainerPtraceInjection,MON-7,Container API calls and orchestration events are monitored for anomalies,Exploitability,0,Monitoring and detection does not make the shellcode injection attack more difficult
ContainerPtraceInjection,MON-7,Container API calls and orchestration events are monitored for anomalies,Exposure,3,"Monitoring and detection controls are necessary to detect suspicious behaviour, syscalls, and actions required for shellcode injection"
ContainerPtraceInjection,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exploitability,0,Monitoring and detection does not make the shellcode injection attack more difficult
ContainerPtraceInjection,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exposure,3,"Monitoring and detection controls are necessary to detect suspicious behaviour, syscalls, and actions required for shellcode injection"
ContainerPtraceInjection,NET-1,App container networks are segmented,Exploitability,0,Network security controls do not make the shellcode injection attack in the privileged container more difficult
ContainerPtraceInjection,NET-1,App container networks are segmented,Exposure,2,Network security controls limit access to the privileged container in the pid namespace of the host
ContainerPtraceInjection,NET-2,Host-level firewall rules and network policies are applied,Exploitability,0,Network security controls do not make the shellcode injection attack in the privileged container more difficult
ContainerPtraceInjection,NET-2,Host-level firewall rules and network policies are applied,Exposure,2,Network security controls limit access to the privileged container in the pid namespace of the host
ContainerPtraceInjection,NET-3,Inter-container communication is encrypted,Exploitability,0,Network security controls do not make the shellcode injection attack in the privileged container more difficult
ContainerPtraceInjection,NET-3,Inter-container communication is encrypted,Exposure,2,Network security controls limit access to the privileged container in the pid namespace of the host
ContainerPtraceInjection,NET-4,Ingress/egress controls for containers are implemented,Exploitability,0,Network security controls do not make the shellcode injection attack in the privileged container more difficult
ContainerPtraceInjection,NET-4,Ingress/egress controls for containers are implemented,Exposure,2,Network security controls limit access to the privileged container in the pid namespace of the host
ContainerPtraceInjection,RTS-1,App containers are run as non-root user,Exploitability,3,High effect - significantly reduces attack success by limiting process privileges and access to system resources
ContainerPtraceInjection,RTS-1,App containers are run as non-root user,Exposure,0,Runtime security controls do not reduce the attackers access to the process namespace of the host or make the attack more likely to be detected
ContainerPtraceInjection,RTS-2,App containers use read-only file systems,Exploitability,2,Medium effect - provides moderate protection against shellcode injection by preventing file system modifications
ContainerPtraceInjection,RTS-2,App containers use read-only file systems,Exposure,0,Runtime security controls do not reduce the attackers access to the process namespace of the host or make the attack more likely to be detected
ContainerPtraceInjection,RTS-3,App containers are deployed with minimal Linux capabilities,Exploitability,1,Low effect - provides basic protection by removing unnecessary Linux capabilities
ContainerPtraceInjection,RTS-3,App containers are deployed with minimal Linux capabilities,Exposure,0,Runtime security controls do not reduce the attackers access to the process namespace of the host or make the attack more likely to be detected
ContainerPtraceInjection,RTS-4,Seccomp is implemented on the device,Exploitability,3,A tailored Seccomp profile can effectively mitigate the shellcode injection attack vector
ContainerPtraceInjection,RTS-4,Seccomp is implemented on the device,Exposure,0,Runtime security controls do not reduce the attackers access to the process namespace of the host or make the attack more likely to be detected
ContainerPtraceInjection,RTS-5,AppArmor is implemented on the device,Exploitability,0,Access control policies do not prevent the shellcode injection attack
ContainerPtraceInjection,RTS-5,AppArmor is implemented on the device,Exposure,0,Runtime security controls do not reduce the attackers access to the process namespace of the host or make the attack more likely to be detected
ContainerPtraceInjection,RTS-6,SELinux is implemented on the device,Exploitability,0,Access control policies do not prevent the shellcode injection attack
ContainerPtraceInjection,RTS-6,SELinux is implemented on the device,Exposure,0,Runtime security controls do not reduce the attackers access to the process namespace of the host or make the attack more likely to be detected
ContainerPtraceInjection,RTS-7,App containers have minimal access to host resources,Exploitability,0,"Reduced access to host resources (e.g., volumes, devices) does not make the shellcode more difficult"
ContainerPtraceInjection,RTS-7,App containers have minimal access to host resources,Exposure,0,Runtime security controls do not reduce the attackers access to the process namespace of the host or make the attack more likely to be detected
ContainerPtraceInjection,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exploitability,0,Secrets management controls do not make the shellcode injection attack more difficult
ContainerPtraceInjection,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exposure,0,Secrets management controls do not protect assets that are necessary for shellcode injection
ContainerPtraceInjection,SCM-2,Apps do not contain any hardcoded secrets,Exploitability,0,Secrets management controls do not make the shellcode injection attack more difficult
ContainerPtraceInjection,SCM-2,Apps do not contain any hardcoded secrets,Exposure,0,Secrets management controls do not protect assets that are necessary for shellcode injection
ContainerPtraceInjection,SCM-3,Secrets at rest and in transit are encrypted,Exploitability,0,Secrets management controls do not make the shellcode injection attack more difficult
ContainerPtraceInjection,SCM-3,Secrets at rest and in transit are encrypted,Exposure,0,Secrets management controls do not protect assets that are necessary for shellcode injection
ContainerPtraceInjection,SCM-4,Automatic secret rotation and revocation policies are implemented,Exploitability,0,Secrets management controls do not make the shellcode injection attack more difficult
ContainerPtraceInjection,SCM-4,Automatic secret rotation and revocation policies are implemented,Exposure,0,Secrets management controls do not protect assets that are necessary for shellcode injection
ContainerPtraceProcessDiscovery,AUTH-1,Authentication for exposed container APIs is enforced,Exploitability,0,Authentication and access controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,AUTH-1,Authentication for exposed container APIs is enforced,Exposure,2,Authentication and access controls prevent unauthorized access to the container in the pid namespace of the host
ContainerPtraceProcessDiscovery,AUTH-2,Role-based access control is used for orchestration and container management,Exploitability,0,Authentication and access controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,AUTH-2,Role-based access control is used for orchestration and container management,Exposure,2,Authentication and access controls prevent unauthorized access to the container in the pid namespace of the host
ContainerPtraceProcessDiscovery,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exploitability,0,Authentication and access controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exposure,2,Authentication and access controls prevent unauthorized access to the container in the pid namespace of the host
ContainerPtraceProcessDiscovery,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exploitability,0,CI/CD and supply chain controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exposure,2,"CI/CD and supply chain controls increase trustworthiness of the privileged application, which reduces the likelihood of malicious activity"
ContainerPtraceProcessDiscovery,CIC-2,SBOMs are used for the app to track code dependencies,Exploitability,0,CI/CD and supply chain controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,CIC-2,SBOMs are used for the app to track code dependencies,Exposure,2,"CI/CD and supply chain controls increase trustworthiness of the privileged application, which reduces the likelihood of malicious activity"
ContainerPtraceProcessDiscovery,CIC-3,Code reviews and automated testing of the app are enforced,Exploitability,0,CI/CD and supply chain controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,CIC-3,Code reviews and automated testing of the app are enforced,Exposure,2,"CI/CD and supply chain controls increase trustworthiness of the privileged application, which reduces the likelihood of malicious activity"
ContainerPtraceProcessDiscovery,CIC-4,Third-party components used by the app are validated,Exploitability,0,CI/CD and supply chain controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,CIC-4,Third-party components used by the app are validated,Exposure,2,"CI/CD and supply chain controls increase trustworthiness of the privileged application, which reduces the likelihood of malicious activity"
ContainerPtraceProcessDiscovery,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exploitability,0,CI/CD and supply chain controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exposure,2,"CI/CD and supply chain controls increase trustworthiness of the privileged application, which reduces the likelihood of malicious activity"
ContainerPtraceProcessDiscovery,CIC-6,Apps for development and production are not deployed in the same environment,Exploitability,0,CI/CD and supply chain controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,CIC-6,Apps for development and production are not deployed in the same environment,Exposure,2,"CI/CD and supply chain controls increase trustworthiness of the privileged application, which reduces the likelihood of malicious activity"
ContainerPtraceProcessDiscovery,CRM-1,Regular risk assessments of apps and host devices are performed,Exploitability,0,Compliance and risk management does not make process discovery more difficult
ContainerPtraceProcessDiscovery,CRM-1,Regular risk assessments of apps and host devices are performed,Exposure,2,Compliance and risk management practices help to assess which processes a privileged container can trace in its environment
ContainerPtraceProcessDiscovery,CRM-2,The operation's asset inventory is maintained,Exploitability,0,Compliance and risk management does not make process discovery more difficult
ContainerPtraceProcessDiscovery,CRM-2,The operation's asset inventory is maintained,Exposure,2,Compliance and risk management practices help to assess which processes a privileged container can trace in its environment
ContainerPtraceProcessDiscovery,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exploitability,0,Compliance and risk management does not make process discovery more difficult
ContainerPtraceProcessDiscovery,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exposure,2,Compliance and risk management practices help to assess which processes a privileged container can trace in its environment
ContainerPtraceProcessDiscovery,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exploitability,0,Compliance and risk management does not make process discovery more difficult
ContainerPtraceProcessDiscovery,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exposure,2,Compliance and risk management practices help to assess which processes a privileged container can trace in its environment
ContainerPtraceProcessDiscovery,HIS-1,The container runtime on the host device is up to date,Exploitability,0,Host infrastructure security does not make process discovery more difficult
ContainerPtraceProcessDiscovery,HIS-1,The container runtime on the host device is up to date,Exposure,0,Host infrastructure security does not support in identifying unauthorized process discovery
ContainerPtraceProcessDiscovery,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exploitability,0,Host infrastructure security does not make process discovery more difficult
ContainerPtraceProcessDiscovery,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exposure,0,Host infrastructure security does not support in identifying unauthorized process discovery
ContainerPtraceProcessDiscovery,HIS-3,The host device is monitored for unauthorized changes,Exploitability,0,Host infrastructure security does not make process discovery more difficult
ContainerPtraceProcessDiscovery,HIS-3,The host device is monitored for unauthorized changes,Exposure,1,Monitoring which processes are traced by the container helps identifying malicious activities
ContainerPtraceProcessDiscovery,IMG-1,App images are scanned for vulnerabilities,Exploitability,0,Container image security practices do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,IMG-1,App images are scanned for vulnerabilities,Exposure,0,Container image security practices do not increase the risk of getting caught or reduce the attack surface of the container
ContainerPtraceProcessDiscovery,IMG-2,App uses minimal base images,Exploitability,0,Container image security practices do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,IMG-2,App uses minimal base images,Exposure,0,Container image security practices do not increase the risk of getting caught or reduce the attack surface of the container
ContainerPtraceProcessDiscovery,IMG-3,App images are signed and verified,Exploitability,0,Container image security practices do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,IMG-3,App images are signed and verified,Exposure,0,Container image security practices do not increase the risk of getting caught or reduce the attack surface of the container
ContainerPtraceProcessDiscovery,IMG-4,Dockerfiles of the app pin the base image version,Exploitability,0,Container image security practices do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,IMG-4,Dockerfiles of the app pin the base image version,Exposure,0,Container image security practices do not increase the risk of getting caught or reduce the attack surface of the container
ContainerPtraceProcessDiscovery,IMG-5,App images are rebuilt and updated regularly,Exploitability,0,Container image security practices do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,IMG-5,App images are rebuilt and updated regularly,Exposure,0,Container image security practices do not increase the risk of getting caught or reduce the attack surface of the container
ContainerPtraceProcessDiscovery,IMG-6,Device orchestration only uses trusted image registries,Exploitability,0,Container image security practices do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,IMG-6,Device orchestration only uses trusted image registries,Exposure,0,Container image security practices do not increase the risk of getting caught or reduce the attack surface of the container
ContainerPtraceProcessDiscovery,MON-1,Container-level logging is enabled,Exploitability,0,Monitoring and detection controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,MON-1,Container-level logging is enabled,Exposure,1,"As monitoring is the desired functionality of these containers, identifying extensive/malicious activities is possible, but difficult"
ContainerPtraceProcessDiscovery,MON-2,Processes on the host device are monitored for anomalous behavior,Exploitability,0,Monitoring and detection controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,MON-2,Processes on the host device are monitored for anomalous behavior,Exposure,1,"As monitoring is the desired functionality of these containers, identifying extensive/malicious activities is possible, but difficult"
ContainerPtraceProcessDiscovery,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exploitability,0,Monitoring and detection controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exposure,1,"As monitoring is the desired functionality of these containers, identifying extensive/malicious activities is possible, but difficult"
ContainerPtraceProcessDiscovery,MON-4,Incident response procedures are implemented,Exploitability,0,Monitoring and detection controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,MON-4,Incident response procedures are implemented,Exposure,1,"As monitoring is the desired functionality of these containers, identifying extensive/malicious activities is possible, but difficult"
ContainerPtraceProcessDiscovery,MON-5,Logs are centralized and protected,Exploitability,0,Monitoring and detection controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,MON-5,Logs are centralized and protected,Exposure,1,"As monitoring is the desired functionality of these containers, identifying extensive/malicious activities is possible, but difficult"
ContainerPtraceProcessDiscovery,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exploitability,0,Monitoring and detection controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exposure,1,"As monitoring is the desired functionality of these containers, identifying extensive/malicious activities is possible, but difficult"
ContainerPtraceProcessDiscovery,MON-7,Container API calls and orchestration events are monitored for anomalies,Exploitability,0,Monitoring and detection controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,MON-7,Container API calls and orchestration events are monitored for anomalies,Exposure,1,"As monitoring is the desired functionality of these containers, identifying extensive/malicious activities is possible, but difficult"
ContainerPtraceProcessDiscovery,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exploitability,0,Monitoring and detection controls do not make process discovery more difficult
ContainerPtraceProcessDiscovery,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exposure,1,"As monitoring is the desired functionality of these containers, identifying extensive/malicious activities is possible, but difficult"
ContainerPtraceProcessDiscovery,NET-1,App container networks are segmented,Exploitability,0,Network security controls do not increase the efforts for tracing processes from the privileged container
ContainerPtraceProcessDiscovery,NET-1,App container networks are segmented,Exposure,2,Network security controls limit access to the container which has access to the pid namespace of the host
ContainerPtraceProcessDiscovery,NET-2,Host-level firewall rules and network policies are applied,Exploitability,0,Network security controls do not increase the efforts for tracing processes from the privileged container
ContainerPtraceProcessDiscovery,NET-2,Host-level firewall rules and network policies are applied,Exposure,2,Network security controls limit access to the container which has access to the pid namespace of the host
ContainerPtraceProcessDiscovery,NET-3,Inter-container communication is encrypted,Exploitability,0,Network security controls do not increase the efforts for tracing processes from the privileged container
ContainerPtraceProcessDiscovery,NET-3,Inter-container communication is encrypted,Exposure,2,Network security controls limit access to the container which has access to the pid namespace of the host
ContainerPtraceProcessDiscovery,NET-4,Ingress/egress controls for containers are implemented,Exploitability,0,Network security controls do not increase the efforts for tracing processes from the privileged container
ContainerPtraceProcessDiscovery,NET-4,Ingress/egress controls for containers are implemented,Exposure,2,Network security controls limit access to the container which has access to the pid namespace of the host
ContainerPtraceProcessDiscovery,RTS-1,App containers are run as non-root user,Exploitability,0,Runtime security controls do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,RTS-1,App containers are run as non-root user,Exposure,0,Runtime security controls do not increase the risk of getting caught for running the ptrace syscall
